wave_type,mean,max,min,sign,disorder,danger_level,recommended_measure
Theta,-37.38094469924813,-33.81155834716771,-49.61462973935225,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Gamma,4.912436534018205,7.420631603621953,-12.864106732271498,positive,neutral,Safe,No action needed; maintain a healthy lifestyle
Alpha,43.284073562096225,61.31206202071732,23.389831230787603,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Delta,41.36758849551583,54.593592443320986,38.004166763915805,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Gamma,-28.494859619739653,-14.783391135901786,-36.22370803984772,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Delta,-19.436308439122474,-5.167381894816112,-19.94236671493126,negative,insomnia,Midlevel,Practice stress-reducing activities like yoga or meditation; consult a therapist if symptoms persist
Beta,-26.12854883923784,-23.20631642369719,-33.387424757998446,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Gamma,-11.80000081505569,-10.262910189207016,-26.61408426868443,negative,insomnia,Midlevel,Practice stress-reducing activities like yoga or meditation; consult a therapist if symptoms persist
Gamma,49.354032522734684,62.06899926982642,34.23332849794933,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Alpha,-44.45688710401192,-41.08716907387535,-63.26811401736538,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Delta,-3.5328089771028175,1.203497967024866,-7.652916753307775,negative,neutral,Safe,No action needed; maintain a healthy lifestyle
Gamma,35.28683671061029,46.981642003398946,33.76725866501801,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Gamma,-13.044398142493094,-2.353856378191523,-31.65971736823286,negative,insomnia,Midlevel,Practice stress-reducing activities like yoga or meditation; consult a therapist if symptoms persist
Beta,40.217344695935495,53.13239526986748,24.598543951417312,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Beta,34.52256978953956,54.233744618780364,33.21253907185238,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Theta,-41.54665722004732,-26.820073729113446,-50.46681169101025,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Alpha,25.219318090634303,39.54394224414243,15.568853755250093,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Theta,24.592619464073366,39.363024014529856,9.030701982197673,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Beta,-22.64850664768624,-6.3588060999479055,-40.68011577373374,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Alpha,-8.296989405483224,-1.964745248077171,-17.02794153039519,negative,neutral,Safe,No action needed; maintain a healthy lifestyle
Beta,34.27186242590548,46.31349990281014,23.492692640047306,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Delta,-35.66881479867173,-22.227112592744085,-42.5953060602299,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Delta,21.381956118075678,27.484608591558164,21.376157682591487,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Delta,-5.1631789389975395,2.6245846221417857,-16.031142196956726,negative,neutral,Safe,No action needed; maintain a healthy lifestyle
Gamma,-3.406665424660126,10.214415402949502,-16.664763421271687,negative,neutral,Safe,No action needed; maintain a healthy lifestyle
Beta,-23.631204264687288,-8.23739611471886,-31.282192532048946,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Gamma,25.949985708666716,37.25942581926107,7.039139124134618,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Gamma,48.378231918424746,66.83309662834219,41.64298764791266,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Alpha,39.88111933912212,55.96262674523064,39.04457714179737,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Alpha,12.238224042191092,31.32976294087569,-3.8253968200514095,positive,anxiety,Midlevel,Practice stress-reducing activities like yoga or meditation; consult a therapist if symptoms persist
Beta,29.23457604512204,35.577993111234676,27.567506168038236,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Gamma,-18.395509871067837,-1.1022670745022154,-37.91167490743681,negative,anxiety,Midlevel,Practice stress-reducing activities like yoga or meditation; consult a therapist if symptoms persist
Delta,-49.946218864270655,-36.94587358900645,-65.17071864449994,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Delta,-17.873813141956475,-3.43561042685074,-33.45442170236064,negative,anxiety,Midlevel,Practice stress-reducing activities like yoga or meditation; consult a therapist if symptoms persist
Gamma,-18.696522411607386,-6.44660476088824,-26.4430967109632,negative,anxiety,Midlevel,Practice stress-reducing activities like yoga or meditation; consult a therapist if symptoms persist
Beta,9.71327311363995,13.330461535851814,-0.15288612081995723,positive,neutral,Safe,No action needed; maintain a healthy lifestyle
Alpha,-39.18807944491293,-23.085578975847813,-52.77360696365197,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Theta,-36.87322834519363,-22.132744457908082,-53.55295277676403,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Theta,-33.62890901712652,-26.455302069889257,-38.227221045248925,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Alpha,-43.45226702494569,-27.2406104546289,-53.89551743959298,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Delta,4.796156265144532,5.891759228296001,-6.382055783993017,positive,neutral,Safe,No action needed; maintain a healthy lifestyle
Gamma,-48.244245439500354,-40.850162137862185,-51.01737566095394,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Alpha,-27.406303897229755,-16.27081687655687,-47.360666442534765,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Alpha,45.105144946628016,62.35258321353322,37.585440608225476,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Theta,47.607322603216815,65.2157858763824,40.160276335014416,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Beta,16.00931411890346,17.94283014681265,14.828700707397537,positive,insomnia,Midlevel,Practice stress-reducing activities like yoga or meditation; consult a therapist if symptoms persist
Delta,-29.219539733500742,-23.384562658851767,-42.91010777848028,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Alpha,-30.297095914972015,-21.062845346671203,-49.910231257990105,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Delta,-38.35533846720356,-26.44671435353517,-45.68900581531979,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Delta,-20.207992753587945,-17.252098850725734,-32.47346017039291,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Theta,33.71080407692466,40.75854842612391,29.700684062783814,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Beta,-32.152367685128084,-12.84965767015023,-43.67044343999475,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Gamma,-18.357260527744824,-11.53970070197003,-27.659273328627123,negative,insomnia,Midlevel,Practice stress-reducing activities like yoga or meditation; consult a therapist if symptoms persist
Gamma,-17.40158632689395,-7.834921744278994,-31.080478736503636,negative,anxiety,Midlevel,Practice stress-reducing activities like yoga or meditation; consult a therapist if symptoms persist
Gamma,11.654850511546186,16.48787072718954,-8.134151857603314,positive,insomnia,Midlevel,Practice stress-reducing activities like yoga or meditation; consult a therapist if symptoms persist
Theta,-49.14523908916208,-41.27234401486955,-63.49398756666108,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Delta,-21.957736921560777,-20.4868945788212,-28.32336728322975,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Gamma,43.57352993954132,51.695661273592364,39.51245988047121,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Beta,-4.9794728062884985,5.787487592718318,-11.81283338220869,negative,neutral,Safe,No action needed; maintain a healthy lifestyle
Alpha,-46.789631962550516,-36.51900848669535,-47.8570941685471,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
Beta,-14.080177147270291,-10.42486809557727,-14.480002644307088,negative,insomnia,Midlevel,Practice stress-reducing activities like yoga or meditation; consult a therapist if symptoms persist
Alpha,38.62637622904201,38.86351507434895,27.93548488180292,positive,stress,Dangerous,Consult a neurologist and consider medication or therapy
Theta,-13.486479775920976,5.0991332963515,-14.002601257280308,negative,anxiety,Midlevel,Practice stress-reducing activities like yoga or meditation; consult a therapist if symptoms persist
Beta,-27.910475047986772,-11.964902190202892,-42.79234480634548,negative,depression,Dangerous,Seek professional help immediately; therapy and antidepressants may be required
